"Time","43666.distinct"
2019-01-31 03:00:00,5.1
2019-01-31 03:00:00,5.1
2019-02-07 03:00:00,5.1
2019-02-07 03:00:00,5.1
2019-02-14 03:00:00,5.1
2019-02-14 03:00:00,5.1
2019-02-21 03:00:00,5.1
2019-02-21 03:00:00,5.1
2019-02-21 03:00:00,5.1
2019-02-28 03:00:00,5.1
2019-02-28 03:00:00,5.1
2019-03-07 03:00:00,5.1
2019-03-07 03:00:00,5.1
2019-03-14 03:00:00,5.1
2019-03-14 03:00:00,5.1
2019-03-21 03:00:00,5.1
2019-03-21 03:00:00,5.1
2019-03-21 03:00:00,5.1
2019-03-28 03:00:00,5.1
2019-03-28 03:00:00,5.1
2019-03-28 03:00:00,5.1
2019-04-04 03:00:00,5.1
2019-04-04 03:00:00,5.1
2019-04-11 03:00:00,5.1
2019-04-11 03:00:00,5.1
2019-04-18 03:00:00,5.1
2019-04-25 03:00:00,5.1
2019-05-02 03:00:00,5.1
2019-05-09 03:00:00,5.1
2019-05-09 03:00:00,5.1
2019-05-16 03:00:00,5.1
2019-05-16 03:00:00,5.1
2019-05-23 03:00:00,5.1
2019-05-23 03:00:00,5.1
2019-05-30 03:00:00,5.1
2019-05-30 03:00:00,5.1
2019-06-06 03:00:00,5.1
2019-06-06 03:00:00,5.1
2019-06-13 03:00:00,5.1
2019-06-13 03:00:00,5.1
2019-06-20 03:00:00,5.1
2019-06-20 03:00:00,5.1
2019-06-27 03:00:00,5.1
2019-06-27 03:00:00,5.1
2019-07-04 03:00:00,5.1
2019-07-04 03:00:00,5.1
2019-07-11 03:00:00,5.1
2019-07-11 03:00:00,5.1
2019-07-18 03:00:00,5.1
2019-07-18 03:00:00,5.1
2019-07-25 03:00:00,5.1
2019-07-25 03:00:00,5.1
2019-08-01 03:00:00,5.1
2019-08-01 03:00:00,5.1
2019-08-08 03:00:00,5.1
2019-08-08 03:00:00,5.1
2019-08-15 03:00:00,5.1
2019-08-15 03:00:00,5.1
2019-08-22 03:00:00,5.1
2019-08-22 03:00:00,5.1
2019-08-29 03:00:00,5.1
2019-08-29 03:00:00,5.1
2019-09-05 03:00:00,5.1
2019-09-05 03:00:00,5.1
2019-09-05 03:00:00,5.1
2019-09-12 03:00:00,5.1
2019-09-12 03:00:00,5.1
2019-09-19 03:00:00,5.1
2019-09-19 03:00:00,5.1
2019-09-19 03:00:00,5.1
2019-09-26 03:00:00,5.1
2019-09-26 03:00:00,5.1
2019-09-26 03:00:00,5.1
2019-10-03 03:00:00,5.1
2019-10-03 03:00:00,5.1
2019-10-10 03:00:00,5.1
2019-10-10 03:00:00,5.1
2019-10-10 03:00:00,5.1
2019-10-17 03:00:00,5.1
2019-10-17 03:00:00,5.1
2019-10-24 03:00:00,5.1
2019-10-24 03:00:00,5.1
2019-10-24 03:00:00,5.1
2019-10-31 03:00:00,5.1
2019-10-31 03:00:00,5.1
2019-11-07 03:00:00,5.1
2019-11-07 03:00:00,5.1
2019-11-14 03:00:00,5.1
2019-11-14 03:00:00,5.1
2019-11-21 03:00:00,5.1
2019-11-21 03:00:00,5.1
2019-11-28 03:00:00,5.1
2019-11-28 03:00:00,5.1
2019-12-05 03:00:00,5.1
2019-12-05 03:00:00,5.1
2019-12-12 03:00:00,5.1
2019-12-12 03:00:00,5.1
2019-12-19 03:00:00,5.1
2019-12-19 03:00:00,5.1
2019-12-26 03:00:00,5.1
2019-12-26 03:00:00,5.1
2020-01-02 03:00:00,5.1
2020-01-02 03:00:00,8.9
2020-01-02 03:00:00,5.1
2020-01-09 03:00:00,5.1
2020-01-09 03:00:00,5.1
2020-01-16 03:00:00,5.1
2020-01-16 03:00:00,5.1
2020-01-23 03:00:00,5.1
2020-01-23 03:00:00,5.1
2020-01-30 03:00:00,5.1
2020-01-30 03:00:00,5.1
2020-01-30 03:00:00,5.1
2020-02-06 03:00:00,5.1
